title,price,sqm,rooms,postcode
am donaukai ein wohnjuwel am wasser provisionsfreier neubautraum. - wohntraum,799.07,37,1,1200
am donaukai ein wohnjuwel am wasser provisionsfreier neubautraum,749,37,1,1200
am donaukai ein wohnjuwel am wasser provisionsfreier neubautraum,799,37,1,1200
*single oder pärchenhit beim währinger schubertpark*ab sofort inkl küche verfügbar*,768,50,2,1180
*single oder pärchenhit in zentraler lage nähe stadthalle*ab sofort inkl küche verfügbar*,919.99,47,2,1070
***provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark***,899,52,2,1210
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,899,52,2,1210
flair city living! moderne neubauwohnung in ruhiger lage! tolle dachterrasse inklusive! jetzt anfragen - jetzt anfragen,798.7700000000001,54,2,1230
"schöne 2 zimmerneubauwohnung mit einbauküche und terrasse, wohnen im 14. bezirk! jetzt anfragen - jetzt anfragen",774.91,43,2,1140
"imposante 3 zimmerwohnung im gepflegten altbau, inkl. neuer einbauküche! provisionsfrei, wohnen bei der mariahilferstrasse! jetzt anfragen. - wohntraum",1374.81,109,3,1150
"charmante 2 zimmer wohnung im altbau, inklusive neuer einbauküche, sofort verfügbar! wohnen am meiselmarkt. - wohntraum",869.2900000000001,57,2,1150
"tolle 2 zimmer wohnung mit balkon in bester lage, einbauküche, erstbezug, sofort verfügbar. - wohntraum",800.25,47,2,1220
maisonettewohnung mit garten + terrasse! ab sofort verfügbar! - jetzt anfragen,1049.9,65,2,1230
3 zimmer maisonette-wohnung mit garten und eigener dachterrasse - schnell sein und chance nicht verpassen - jetzt anfragen,1419.6599999999999,80,3,1230
2 zimmer maisonette-wohnung mit gartenfläche - ab sofort - jetzt anfragen!! - jetzt zuschlagen,1066.75,64,2,1230
unbefristete 2 zimmer wohnung in toller lage zwischen u3 und u4 - nachmietersuche! - jetzt zuschlagen,707.72,37,2,1140
"dachgeschosswohnung mit terrasse und einbauküche, neubau, jetzt zugreifen! - jetzt anfragen - jetzt anfragen",849.08,55,2,1230
traumhafte erstbezug in top lage - 2 zimmer mit hochwertiger ausstattung und freifläche,754,40,2,1100
2 zimmer wohnung mit balkon,843.48,45,2,1170
2 zimmer unbefristet nahe akh,685.13,56,2,1180
3-zimmer-dachterrassenwohnung unbefristet,1066,79,3,1180
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten - das grüne herz simmerings,799,49,2,1110
neubau-garconniere in ruhelage,690,43,1,1180
"1050, nähe margarethenplatz, möblierte 3 zimmer altbauwohnung , in citynähe!",1050,70,3,1050
design-möblierte luxuswohnung/ luxurious design-furnished apartment,6999.3,120,4,1010
"hochwertiges, schönes city-flat/ nähe schönbrunner schlosspark !",888.98,58,1,1140
city altbauwohnung mit flügeltüren - möglichkeit als wohnbüro,4315.09,175,5,1010
nette 2 zimmerwohnung in 18 bezirk! gersthoferstraße nähe türkenschanzpark!,836.21,47,2,1180
singlehit- 2-zimmerwohnung mit loggia,899.99,47,2,1140
gepflegte 2-zimmer-wohnung mit nagelneuer küche,789.3199999999999,65,2,1110
2 zimmer wohnungshit mit großzügigem balkon,759,39,2,1140
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,1375,70,3,1200
erstbezug | hochwertige wohnungen mit freifläche zu mieten!,985,64,3,1200
großzügige 3-zimmer wohnung mit dachterrasse in nähe des akh!,2399,117,3,1090
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei jetzt anfragen!,809.51,44,2,1220
1030 wien - wg-hit - 2-zimmer-wohnung,716.52,71,NA,1030
2-zimmerwohnung,827.15,66,2,1230
stilvolle altbauwohnung nähe belvederegarten!,2995.01,178,4,1040
erstbezugstraum nahe u1 modernes wohngebiet unschlagbares angebot: provisionsfrei + 2 monate mietzinsfrei,739.62,41,2,1220
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt provisionsfrei für den mieter,798,48,2,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen erstbezug in simmering provisionsfrei für den mieter,969.1,56,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter perfekt aufgeteilte 2 zimmerwohnung mit freifläche im grünen,799,49,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,798,49,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,798,49,2,1110
provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark,849,50,2,1210
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,797.56,48,2,1110
free of commission for the renter: ideal couples dream with open space - first occupancy,744.6700000000001,43,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,798,49,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten - das grüne herz simmerings,798,49,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,798,49,2,1110
erster monat mietzinsfrei - einziehen und aufleben im wohngarten - das grüne herz simmerings - provisionsfrei für den mieter,798,49,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt provisionsfrei für den mieter,798,49,2,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen erstbezug in simmering- provisionsfrei für den mieter,799,49,2,1110
erster monat mietzinsfrei - einziehen und aufleben im wohngarten - top 2 zimmerwohnung mit freifläche - provisionsfrei für den mieter,799,49,2,1110
erster monat mietzinsfrei - erstbezug einziehen und aufleben im wohngarten - das grüne herz simmerings - provisionsfrei für den mieter,798,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten - das grüne herz simmerings,798,48,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,798,49,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum mit balkon- erstbezug,798.55,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,798.55,48,2,1110
erster monat mietzinsfrei - einziehen und aufleben im wohngarten - provisionsfrei für den mieter - idealer pärchentraum,798.55,48,2,1110
erster monat mietzinsfrei - top 2 zimmerwohnung mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,798.3299999999999,48,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,797.56,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter das grüne herz simmerings - ideale 2 zimmerwohnung mit freifläche,797.56,48,2,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen erstbezug in simmering - provisionsfrei für den mieter,797.3399999999999,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,797.56,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten - das grüne herz simmerings,798.55,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,798.55,48,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,797.56,48,2,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen erstbezug in simmering 1.monat mietzinsfrei bei anmietung bis april - provisionsfrei für den mieter,797.3399999999999,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt provisionsfrei für den mieter,797.56,48,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt provisionsfrei für den mieter,798.55,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: perfekt aufgeteilte wohnung mit balkon,798.55,48,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,798.55,48,2,1110
top 3 zimmerwohnung nähe u4 pilgramgasse,1195,70,3,1050
2-room penthouse apartment at margaretenplatz,947.2700000000001,56,2,1050
1-room apartment with balcony - margaretenplatz,838.7,47,2,1050
bright loft apartment near margaretenplatz,799.04,46,1,1050
bright 2-room apartment in the heart of vienna,997.7700000000001,58,2,1050
dachgeschosswohnung mit wintergarten & dachterrasse!,1690,96,3,1210
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,770,49,2,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen erstbezug in simmering - provisionsfrei für den mieter,920,56,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter: idealer pärchentraum - erstbezug,927,62,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,905,54,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,1378,77,2,1110
erster monat mietzinsfrei - schönes zusammenleben im grünen moderne dachgeschosswohnung mit terrasse - provisionsfreier erstbezug in simmering,1035.1,56,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,908,56,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter in simmering - moderne loftartige wohnung,1139,76,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für den mieter,1178,79,2,1110
erster monat mietzinsfrei - top-erstbezugswohnungen mit perfekter anbindung in die innenstadt - provisionsfrei für mieter,975,63,2,1110
erster monat mietzinsfrei - provisionsfrei für den mieter einziehen und aufleben im wohngarten - das grüne herz simmerings,770,49,2,1110
erster monat mietzinsfrei - wohngarten - erstbezug - provisionsfrei für den mieter,980,63,2,1110
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,948.99,53,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,875.01,48,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,875,47,2,1200
brigitte now provisionsfrei - moderner neubau/erstbezug nähe u-bahn,925.01,52,2,1200
"stilaltbauwohnung in der wiedner hauptstraße 112, in 1050 wien_ wg-tauglich",1202,80,3,1050
high fifteen: leben sie lieber aussichtsreich,1399,69,3,1150
helle dachgeschoßwohnung in bester lage mit großen terrassen!,5172.26,302,7,1090
erstbezug altbauwohnung beim naschmarkt,2387.8500000000004,162,5,1050
unbefristet: toprenovierter 47m erstbezug mit fernwärme - 1200 wien,565.59,47,1,1200
"toprenovierter 66m erstbezug + 5,4m balkon mit fernwärme - 1200 wien",845.3399999999999,66,2,1200
"möblierter 8-zimmer altbau mit balkonen, in wien josefstadt",6000,205,8,1080
"toplage nähe palais coburg | exklusive, vollausgestattete luxuswohnung | einzugsbereit",17890,421,8,1010
"wallrißstraße - 3 zimmer altbau mit hofseitigem balkon, unbefristet",1074.46,89,3,1180
erstbezug- helle 2 zimmer-wohnung in top lage,905.91,44,2,1060
großzügige 2-zimmer-wohnung nähe augarten! (wg-geeignet),800.01,66,2,1020
"großzügige, schöne 2-zimmer wohnung mit offener küche!",1440,99,2,1020
familienwohnung nahe kutschkermarkt,1929.1399999999999,138,4,1180
repräsentative 3 zimmer-altwohnung in zentraler lage,1265,87,3,1070
**fernblick** ideale pärchenwohnung inkl. parkplatz,695,47,2,1130
großzügige 5-zimmer-altbauwohnung - traumhafter eck-wohn-salon - kleiner sonnenbalkon,1590,139,5,1160
moderne 2-zimmer wohnung mit 15 m freifläche in ottakring!,886.4,51,2,1160
++top lage++schöne single- pärchenwohnung mit loggia in urbaner wohngegend zu vermieten!!!,994.37,64,2,1080
top 16 schönes apartment | 2 zimmer | u3 enkplatz,530,29,2,1110
unbefristet | nähe bahnhof liesing | 1. stock,578,45,2,1230
top 52 terrassen erstbezug | u3 enkplatz | weitblick,800,43,2,1110
"wunderschöne dg - wohnung, erstbezug, 3 zimmer, terrasse, nähe westbahnhof",1400.01,75,3,1150
"1210 wien floridsdorf top geschnittene, moderne 2-zimmer-wohnung mit loggia und grünblick",910,65,2,1210
nette singlewohnung hauptbahnhof nähe unbefristet,539,45,1,1100
// neu// luxus altbauwohnung mit direktem blick auf die karlskirche,2439.98,142,4,1010
erstbezug: hochwertig ausgestattete 2-zimmer-wohnung mit grünblick,1289.35,54,2,1190
moderne 2-zimmer-wohnung mit loggia und blick ins grüne // erstbezug,1289.35,55,2,1190
luxuriöse erstbezugswohnung: 2 zimmer mit loggia und perfekter infrastruktur,1289.35,55,2,1190
zweitbezug 2 zimmer balkon-wohnung mit balkon in ruhelage michtnergasse 9 top 7,730,44,2,1210
"neubau erstbezug 2-zimmer-gartenwohnung inkl küche mit geschirrspüler und mikrowelle, 37m außenfläche und kellerabteil / max4 t2-08",766.74,33,1,1210
"2-zimmer-erstbezugswohnung mit hochwertiger küche, 37m garten, terrasse und loggia außenfläche und kellerabteil / max4 t2-03",767.15,46,2,1210
"erstbezugswohnung 1-zimmer-neubau inkl küche, 30m dachterrassen außenfläche und kellerabteil / max4 t2-33",649.55,37,1,1210
2-zimmer-dachterrassenwohnung erstbezug inkl hochwertiger küche mit geschirrspüler und mikrowelle - kellerabteil vorhanden / max4 t2-24,741.26,46,2,1210
"erstbezugswohnung 2-zimmer-neubau inkl küche, 21m terrassen außenfläche und kellerabteil / max4 t2-32",729.51,42,2,1210
"erstbezug 2-zimmer-neubauwohnung mit küchenausstattung, 68m garten, terrasse und loggia außenfläche und kellerabteil / max4 t1-03",839.54,46,2,1210
"erstbezug 2-zimmer-erstbezugswohnung mit hochwertiger küche inkl geschirrspüler und mikrowelle, 37m garten, terrasse und loggia außenfläche und kellerabteil / max4 t2-10",799.91,45,2,1210
"2-zimmer-erstbezugswohnung mit markenküche, 40m garten, terrasse und loggia außenfläche und kellerabteil / max4 t2-09",769.57,46,2,1210
"herrliches innenstadtappartement in bester lage, nähe lugeck - köllnerhofgasse",800,38,2,1010
ab sofort: top geschnittene moderne 2 zimmer wohnung nähe liesing bahnhof,700,46,2,1230
charmante 4 zimmermaisonette mit großzügigem balkon,1499,99,4,1220
gepflegte 3 zimmerwohnung mit perfekter öffentlicher verkehrsanbindung,1100,80,3,1100
"entspannen in wunderschönem erstbezug inklusive einbauküche, balkon und mehr!",770,42,2,1220
"wohnen genießen in der modernen erstbezugswohnung mit 2 zimmern, balkon , einbauküche und top lage!",848.99,48,2,1210
***provisionsfrei - schöpfl eck neu am markt floridsdorf bahnhof floridsdorfer wasserpark***,1249.01,73,3,1210
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1399,77,3,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1249,66,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,999,51,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,999,52,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,999,52,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,999,49,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1399,77,3,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1225,66,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,989,51,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,925,49,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,925,50,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,989,52,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,989,49,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1375,77,3,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,925,51,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,925,49,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,929,50,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,979,52,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,979,52,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,979,49,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1375,77,3,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,1099,66,2,1200
kay provisionsfreie erstbezugswohnungen in aufstrebender lage,969,51,2,1200
freude am wohnen: 3 zimmerwohnung mit großzügiger terrasse in ruhiger lage,1290,70,3,1120
provisionsfrei für den mieter - moderne 2-zimmerwohnung mit loggia,847,47,2,1140
gepflegte und großzügige 2-zimmer-wohnung in zentraler lage,850,71,2,1230
unbefristeter 86m altbau mit 3 zimmern nach komplettrenovierung - 1150 wien,1150.98,86,3,1150
u6 alser straße - 2 zimmer neubau nähe akh,650,49,2,1180
"sanierte, klassische 3 zimmer altbauwohnung nähe landstrasser hauptstraße",1400,98,3,1030
innenstadt dachgeschosswohnung - verfügbar ab 15.02.2023,2459.52,121,3,1010
eduart-die kunst des wohnens: hochwertiger 3-zimmer dg-erstbezug mit ca. 16m terrasse (10/24),2596,98,3,1180
wohnen über den dächern von wien,1022.3599999999999,57,2,1100
eduart-die kunst des wohnens: hochwertiger 3-zimmer neubau-erstbezug mit ca. 13m freifläche! (6/16),1997,75,3,1180
eduart-die kunst des wohnens: hochwertiger 2-zimmer neubau-erstbezug im erdgeschoss! (6/1),1248,50,2,1180
***feine altbauwohnung grünblick schönbrunn-nähe***,2099.9900000000002,153,4,1140
panoramablick über wien | traumwohnung | nahe u1 und u2 | liftstilhaus | 2 zimmer dachgeschosswohnung mit 38m terrasse,1492.12,65,2,1020
balkon | garage | fernwärme | ruhelage,1590,120,3,1130
renovierte 3 zimmerwohnung mit blick ins grüne,800,62,3,1230
wunderschöne 2 zimmer dachgeschosswohnung nähe neue donau,832.59,60,2,1220
wunderschöne 3 zimmerwohnung mit großem balkon nähe neue donau,1364.25,84,3,1220
top 2-zimmerwohnung mit optimaler verkehrsanbindung,799,51,2,1120
"ruhige, zwei zimmer wohnung, unbefristet, nähe u4 unter st. veit",552.54,48,2,1140
getrennt begehbar - zwei von drei zimmern,1059.1899999999998,83,3,1050
herrliche 2 zimmer mit 29 m terrasse im dg und gehdistanz zu u2 aspern // wonderful 2 rooms with 29 m terrace in walking distance to u2 aspern //,1341.01,72,2,1220
elegante dachgeschossmaisonettewohnung. zentrale 4-zimmer-mietwohnung mit terrasse in bester lage - 1020 wien.,2950,118,4,1020
sonnenwohnung in grünruhelage - 3 zimmerwohnung mit großer loggia,1523.6,90,NA,1190
+ perfekt als 3er wg: loggia- & parkwohnung,1300,98,3,1120
heller erstbezug im tower,1200,54,1,1030
atemberaubender erstbezug im tower,1200,54,1,1030
elegant und stilvoll,1058.3,81,3,1230
| frisch sanierte 4 zimmer | mietwohnung | total ruhig | in den innenhof gelegen,1158.08,103,4,1150
am donaukai ein wohnjuwel am wasser provisionsfreier neubautraum! - jetzt zuschlagen,825.62,42,2,1200
provisionsfrei mieten - neben millennium city & tower - gartenwohnung - erstbezug! - jetzt zuschlagen,825.25,42,2,1200
ruhige 3-zimmer-wohnung mit balkon! wg geeignet! nähe favoritenstraße u1-keplerplatz!,1040.73,66,3,1100
gartenwohnung nahe u6 floridsdorf,1022.22,52,2,1210
2 zimmerwohnung mit terrasse und großem eigengarten!,1029.57,52,2,1210
sonnendurchflutete 2 zimmerwohnung in kaulbachstraße! nähe schloß hetzendorf,876.72,51,2,1120
"wunderschöne, großzügige terrassen-maisonette - alles inklusive!",959.7800000000001,73,3,1200
wohnen am park - provisionsfreie erstbezug-wohnungen - beziehbar ab mai - zu mieten in 1020 wien,755,43,2,1020
erstbezug - pärchenwohnung mit hohem wohnkomfort - nähe badeteich hirschstetten,959,60,3,1220
erstbezugswohnung mit perfektem grundriss und hohem wohnkomfort - nähe gewerbepark stadlau,959,60,3,1220
klimaaktives wohnen - erstbezug - wohnung mit balkon - neubau,959,60,3,1220
provisionsfrei - familienwohnung mit freifläche - nähe badeteich süßenbrunn - erstbezug,1090,68,3,1210
provisionsfrei - erstbezugswohnung mit terrasse perfekt für pärchen - nähe breitenlee,875,53,2,1210
erstbezug - familienwohnung mit freifläche - provisionsfrei,990,63,3,1210
in ruhiger lage nähe josef-grössing-park befindet sich eine wohnung mit freifläche,750,42,2,1210
provisionsfrei - wohnung mit perfektem grundriss und freifläche - nähe süßenbrunn,990,62,3,1210
erstbezug: neu renovierte wohnung in der schneidergasse!,1037.53,87,3,1110
neubauprojekt - 2-zimmer-gartenwohnung - nähe millenium city,949,53,2,1200
erstbezug - gartenwohnung mit perfektem grundriss - für familien geeignet - nähe millenium city,1375,75,3,1200
ruhige vierzimmerwohnung mit terrasse und garten in liesing: haeckelstraße 33 - top 1 ab 1.3.2023,1239.61,83,4,1230
dg-wohnung mit sonniger terrasse! u3-station kendlerstraße!,920.37,54,2,1140
traumhafte 2- zimmer balkonwohnung inkl. stellplatz!,1043.22,48,2,1060
neu sanierte 3-zimmer-wohnung mit balkon in den innenhof!,1174.77,60,3,1070
ruhige pärchenwohnung im einzigartigen palais siebenbrunn!,787.81,49,1,1050
top gelegene mietwohnung +++ zentral begehbar +++ hell,790,63,NA,1060
2 zimmerwohnung mit gemeinschaftsgarten,720,47,2,1190
your perfect happy family home /// private garden /// great location,2495,92,4,1170
vollmöblierte wohnung mit luxuriöser ausstattung in gegen über oper,2499.4900000000002,70,2,1010
super garconniere in ruhiger lage,520.01,38,1,1160
herrlicher ausblick - 2-zimmer-wohnung - neubau - alles inklusive!,854.52,62,2,1100
ruhige zwei große zimmer / unbefristete hauptmiete / wg- tauglich / top 18,798.9,73,2,1080
neubau - super schöne 2-zimmer-wohnung - alles inklusive!,986.4599999999999,66,2,1100
provisionsfrei + 1 monat mietfrei! exklusive 3-zimmer-dachgeschosswohnung im zentrum asperns - nähe mühlwasser und u2! - jetzt zuschlagen,1197.92,62,3,1220
"repräsentative altbauetage beim schwarzenbergplatz, unbefristet",9071.730000000001,484,8,1010
"helle, ruhige altbauwohnung im privaten zinshaus, beste infrastruktur 12a, u6, 6, 18",890,79,3,1120
2 zimmer wohnung in guter lage,1307.46,65,2,1030
"einzigartige erdgeschosswohnung mit eigengarten, badebiotop, infrarotkabine und schwedenofen",1099,67,2,1120
terrassenwohnung mit fernblick auf den kahlenberg und leopoldsberg über stadtteil-thurygrund,1250,65,2,1090
balkonwohnung für singles oder pärchen + garagenplatz,845.05,50,2,1180
behutsam,1065.71,97,3,1190
provisionsfrei für den mieter wohngarten - 1.monat mietzinsfrei bei anmietung bis april,738.13,42,2,1110
*** naehe beethovenpark: erstbezugswohnung ruhelage mit balkon***,1273.52,71,2,1190
helle altbauwohnung nähe augarten,1154,97,4,1020
lichtdurchflutete 1 zimmer wohnung - balkon - im herzen des 8. wiener gemeindebezirks,930,50,1,1080
grosszügige 3 zimmer wohnung mit seeblick - 2 balkone - u2 fußläufig erreichbar - jetzt anfragen,1151.1399999999999,79,3,1220
dachgeschoss-erstbezug mit parkblick! klimatisierter neubau mit terrasse,990,53,2,1230
"sonnige, 3 zimmerwohnung, perfekt aufgeteilt mit loggia",1122.92,64,3,1210
in hetzendorf die sonne am balkon geniessen!,860.43,43,2,1120
helle 2 zimmerwohnung nächst u-bahn station niederhofstraße,712.01,42,2,1120
sonnige 2 zimmer wohnung mit loggia in modernem neubauhaus - top infrastruktur,898.73,49,2,1190
garconniere mit balkon nähe döblinger bad!,634.6800000000001,35,1,1190
exklusive gartenwohnung - erstbezug,5150,159,4,1190
erstbezug - exklusive wohnung mit terrassen in grinzing,4650,167,4,1190
erstbezug - exklusive terrassenwohnung in grinzing,4500,135,4,1190
"nette, unbefristete 2-zimmer-dg-wohnung - gemeinschaftsgarten!",679.58,54,2,1170
traumhafte wohnung mit garten,1348.48,80,3,1220
erstbezug - terrassenmiete in toplage von grinzing,4650.01,167,4,1190
erstbezug - terrassenmiete in toplage von grinzing,4500,135,4,1190
erstbezug - gartenmiete in toplage von grinzing,5150,159,4,1190
modern geschnittene gartenwohnung im herzen von floridsdorf,1367.28,87,4,1210
großzügige wohnküche bei dieser wohnung in floridsdorf,741.14,56,2,1210
ruhige gartenwohnung mit viel freifläche,1204.1599999999999,72,3,1210
lage: zentral - ruhe: wie am stadtrand (ab 01.03.2023),775.01,46,2,1050
kompaktes city apartment,546.14,31,2,1210
moderne 2-zimmer wohnung mit viel freifläche,839.58,48,2,1210
freifläche in dieser ruhigen wohnung,788.9599999999999,45,2,1210
moderne wohnung im herzen von floridsdorf,739.03,46,2,1210
innenstädtisch - prestigereiches wohnen - 2-zimmer dachgeschoßwohnung - mit flair im zentrum wiens - rudolfsplatz!,2531.4100000000003,106,2,1010
mit blick über wien - luxuriös und doch gemütlich auf der schmelz,590,40,1,1150
"helle garconniere, nähe oberlaa",446.87,24,1,1100
dachgeschosswohnung mit terrasse in schönem altbau - tlw. saniert,1348.99,118,3,1180
innenstädtisch-prestigereiches wohnen - dachgeschoßwohnung - mit flair im zentrum wiens - rudolfsplatz!,3400.01,153,4,1010
singlehit nähe reumannplatz!,599.99,32,1,1100
optimal geschnittene - möblierte 2-zimmerwohnung nähe reumannplatz!,749.99,51,2,1100
"sonnige, schöne altbauwohnung in der löwengasse***ruhelage***",759,58,2,1030
moderne erstbezüge mit einbauküche von 33m - 45m - loggia/ balkon/ terrasse in 1200 wien,768.7,41,2,1200
moderne erstbezüge mit einbauküche von 33m - 45m - loggia/ balkon/ terrasse in 1200 wien,772.9,41,2,1200
wohnung|büro: erstbezug nach sanierung beim parkring,2018.5,87,3,1010
wohnung|büro: erstbezug nach sanierung beim parkring,2044.6,88,3,1010
zentral gelegene wohnung mit loggia,1216,64,2,1020
möblierte 4 zimmer - balkonwohnung - mit lift - nähe donaukanal,2847.9,117,4,1030
möbliertes apartment in wieden!,991.37,76,2,1040
provisionsfreie 1-zimmer-wohnung mit 11 m balkon und top aussicht in 1020 wien zu mieten,925.6,35,1,1020
3-zimmer mietwohnung im dachgeschoss in 1120 wien,1298.36,119,3,1120
3-zimmer mietwohnung in 1160 wien,886.39,75,3,1160
provisionsfreie 2-zimmer wohnung im schönen neubau (mit terrasse),990,69,2,1070
2-zimmer-wohnung nähe u3 zu mieten in 1110 wien,680,68,2,1110
"""enjoy living near the donaukanal""",920.63,51,2,1030
teilmöblierte innenstadtmiete,2900.7,170,5,1010
provisionsfrei: neuwertige 3-zimmer wohnung mit balkon (nähe rochusmarkt),1490,88,3,1030
"4-zimmer wohnung mit loggia, keller, garage und outdoor-pool",1637.61,107,4,1180
seltene grünruhelage mitten im achten bezirk,1821.56,102,3,1080
++ provisionsfrei ++ sanierte 2-zimmer wohnung in donaufeld,850,60,2,1210
*2-zimmer wohnung* privat | provisionsfrei | erstbezug | balkon | freier blick auf den park,790,48,2,1140
"erstbezug nach generalsanierung - 1 zimmer - s45 in 2 gehminuten erreichbar - 599,- inkl. heizkosten",599.07,28,1,1190
neue perspektive,1570.1299999999999,68,3,1020
wunderschöne ertsbezugswohnung in zentraler lage mit gehobener ausstattung,799,44,2,1100
abendsonne - geräumige 2 zimmer wohnung mit vollwertiger küche und westbalkon,959.98,55,2,1030
schöne wohnung mit loggia in der ettenreichgasse ab sofort zu vermieten,1180,92,3,1100
studenten oder kleine familie aufgepasst!,815,63,3,1160
room4rent serviced apartments - leopoldtower/kategorie standard,855,36,1,1210
room4rent - ihr zuhause auf zeit / messecarrée nord / kategorie standard,990,33,1,1020
room4rent - campus vienna biocenter - suite,1310,45,2,1030
room4rent -ihr zuhause auf zeit - large,1030,38,1,1020
room4rent - campus vienna biocenter - standard,860,35,1,1030
room4rent - ihr zuhause auf zeit - large,980,43,1,1210
design - möbliertes city apartment // design furnished city apartment,1657.81,55,2,1090
erster monat mietzinsfrei - provisionsfrei für den mieter: erstklassige gartenwohnung im herzen simmerings,899.3399999999999,48,2,1110
