title,price,sqm,rooms,postcode,landlord
Neubauprojekt - Provisionsfreie Balkonwohnung - U6 Dresdner Straße,775,48,2,1200,ESTINA Immobilien GmbH
PROVISIONSFREI! - Perfekt aufgeteilte Balkonwohnung - Nahe Millenium City,799,46,2,1200,ESTINA Immobilien GmbH
Neubau - Gemütliche Balkonwohnung - Nähe Millenium City - U6,749,44,2,1200,ESTINA Immobilien GmbH
Provisionsfreie - Großzügige Balkonwohnung - U6 Dresdner Straße,899,45,2,1200,ESTINA Immobilien GmbH
Top Gelegenheit! große unbefristete 2 Zimmer Wohnung!,659.12,60,2,1210,Gewerblicher Anbieter
"MONATSMIETE FÜR 4 PERSONEN EUR 760, --",3840,85,2,1120,IMMO AGENCY GmbH
Zur Vermietung gelangt eine schöne Wohnung mit Terrasse!! 360° Grad Besichtigung!! Nähe U6 PERFEKTASTRAẞE!! 23. Bezirk!!!,727,39,2,1230,Real Immo Wien
2-Zi. mit Balkon im 1.OG - TOP 221,782.2,56,2,1110,Raum Real Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER: Idealer Pärchentraum - ERSTBEZUG,770,49,2,1110,EHL Immobilien GmbH
TRAUMHAFTE MAISONETTE-WOHNUNG IN HERRLICHER TOPLAGE,2994.89,224,5,1220,Wohn3 Team GmbH
Sonnige Wohnung mit südseitigem Balkon & Garage in Top-Lage von ALT-Hietzing - Heimkommen & Wohlfühlen!,1182.43,61,3,1130,ANOBIS IMMOBILIEN GmbH
Designer-Loft mit Dachterrasse Nähe Goldenes Quartier - ERSTBEZUG - Wohnen oder Wohnen & Arbeiten.,1833.44,80,1,1010,ANOBIS IMMOBILIEN GmbH
Moderne Neubau-Wohnung großem Balkon mitten in der City,977.04,48,2,1020,ANOBIS IMMOBILIEN GmbH
HIER WERDEN SIE SICH WOHLFÜHLEN! 2 Zimmer - mit Balkon - modernste Ausstattung - AB SOFORT,890.64,51,2,1210,Schantl ITH Immobilientreuhand GmbH
MODERNE ERSTBEZÜGE mit Einbauküche von 33m² - 45m² - Loggia/ Balkon/ Terrasse in 1200 Wien,833.07,45,2,1200,Wohnkonzept Immobilien GmbH
MODERNE ERSTBEZÜGE mit Einbauküche von 33m² - 45m² - Loggia/ Balkon/ Terrasse in 1200 Wien,804.51,43,2,1200,Wohnkonzept Immobilien GmbH
"Studierenden-Hit: Schöner 2,5 Zimmer-Altbau mit separater Küche in Ottakring",799.25,72,2,1160,EDEX Immobilien GmbH
NÄHE U3 JOHNSTRASSE - 2 er WG TAUGLICH - ALTBAU - UNBEFRISTET,1115.49,96,3,1150,Haus-Frau
ERSTBEZUG: hochwertig möblierte Apartments zur ALL-IN Miete in Wien,1539,43,2,1030,YOUNIQ Vienna TrIIIple
Linzer Straße - Neubaugarconniere mit Wohnküche,491.53,34,1,1140,BRI Immobilienmakler GmbH
HELLE NEUBAUWOHNUG MIT LOGGIA UND OPTIONALEM TIEFGARAGENSTELLPLATZ,998.53,67,2,1020,Tom Krauss Immo GmbH
Schöne 2 Zimmerwohnung mit Eigengarten in Mariahilf,849.9,47,2,1060,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,756.42,56,2,1220,EHL Immobilien GmbH
"*JETZT 1 MONAT GRATIS MIETE SICHERN* HOCHWERTIGER* 2-ZIMMER+ IC+ ERSTBEZUG+ BALKON 7,21m² + TOP KÜCHE+ ZENTRALE LAGE+ TIEFGARAGE *",798.49,47,2,1210,Posch Immobilien
Möbliertes Apartment über den Dächern von Wien mit großen Balkon - YOUNIQ Vienna TrIIIple,1649,46,2,1030,YOUNIQ Vienna TrIIIple
Traumhafte 2 Zimmeraltbauwohnung,1498.99,60,2,1010,JP Immobilien
Vollmöblierte 2 Zimmerwohnung in traumhafter Lage,1498.99,61,2,1010,JP Immobilien
Altbau / 2 Zimmer / WG geeignet / Unbefristet / Ruhelage / Nähe Mariahilfer Straße,1048.89,93,2,1060,IMV Makler GmbH
"Sonnige 3 Zimmer-Wohnung mit Balkon, WG geeignet, Nähe U6 Alser Straße",1166.7,92,3,1170,IMV Makler GmbH
"Charmante 3-Zimmerwohnung mit Terrasse im Dachgeschoss, Befristet, Nähe Augarten",1199.14,72,3,1020,IMV Makler GmbH
MONATSMIETE FÜR FIRMEN BIS ZU 6 PERSONEN,2400,65,2,1120,IMMO AGENCY GmbH
MONATSMIETE FÜR FIRMEN BIS ZU 5 PERSONEN,1920,45,2,1120,IMMO AGENCY GmbH
Wohnung mit traumhaftem Ausblick - 3 Zimmerwohnung mit Wintergarten,1550,114,3,1100,Hofer Realitäten GmbH
Charmantes Apartment in Hetzendorf,541.35,37,1,1120,Muck Immobilien
"93m² Terrassenfläche! 2 Bäder, 2 WCs! Weitblick! Hochwertige Ausstattung!",2498,127,4,1060,Hubner Immobilien
"Privat! ruhige, helle 2 Zi- Wohnung, keine Ablöse, keine Provision",790,52,2,1180,Privat
Öde Innenhoflage war gestern... hier gibt's was zu sehen!!!,849,53,2,1180,Hubner Immobilien
PURE LEBENSQUALITÄT mit BLICK IN DIE BERGE DES WIENERWALDES! helle 2 Zimmer mit hochwertiger Ausstattung! AB JETZT - KEIN GAS,1156.68,57,2,1190,Schantl ITH Immobilientreuhand GmbH
2-Zi. mit Balkon im 3. OG - TOP 513,826.47,53,2,1110,Raum Real Immobilien GmbH
3-Zi. mit Loggia im 10. OG - TOP 258,1057.02,74,3,1110,Raum Real Immobilien GmbH
Entzückende 1-Zimmer Wohnung direkt beim Yppenplatz! 1160!,662.8,40,1,1160,Steindl & Herzel Immobilien OG
Großartige 2-Zimmer Terrassen-Wohnung nahe Hütteldorfer Straße in 1150 Wien zu mieten,1133.45,63,2,1150,ÖRAG Immobilien Vermittlung GmbH
Blick über die Dächer Wiens *ERSTBEZUG*,920,50,2,1160,Privat
Singlehit - 1 Zimmer Wohnung in Grün-Lage inklusive Heiz- und Warmwasserkosten,520,38,1,1130,Hepic Immobilien GmbH
Luxus DG-Wohnung Glanzing!,2865.74,118,3,1190,Dr. Koch & Co. Ges.m.b.H.
Terrassenwohnung mit einem guten Grundriss - Nähe Gewerbepark Stadlau,792,46,2,1220,ESTINA Immobilien GmbH
tolle 3 Zimmer | gute Raumaufteilung | 2 Loggien | Ober St. Veit | U4-Nähe,998.8,79,3,1130,Real Vision Estate GmbH
TOP 3-Zimmer-Wohnung mit Freifläche,1075,63,3,1160,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,1362,75,2,1110,EHL Immobilien GmbH
Garconniere Eslarngasse 20 - Top 20. Miete ohne Garage 521 p.m.+Energie,666.6,31,1,1030,IMMOcontract Immobilien Vermittlung GmbH
"23. Stock! Provisionsfrei! GENIALE 2-ZIMMER-WOHNUNG MIT FUßBODENHEIZUNG, WEITBLICK UND BALKON!",895.84,61,2,1100,IMMOcontract Immobilien Vermittlung GmbH
/ NEUBAU / MODERNE AUSSTATTUNG / HELLE 2-ZIMMER WOHNUNG / AB SOFORT VERFÜGBAR / 1. STOCK / MIT BALKON / RICHTUNG OSTEN,841.81,51,2,1220,DECUS Immobilien GmbH
MODERNE ERSTBEZÜGE mit Einbauküche von 33m² - 45m² - Loggia/ Balkon/ Terrasse in 1200 Wien,824.5,45,2,1200,Wohnkonzept Immobilien GmbH
MODERNE ERSTBEZÜGE mit Einbauküche von 33m² - 45m² - Loggia/ Balkon/ Terrasse in 1200 Wien,893.56,44,2,1200,Wohnkonzept Immobilien GmbH
/ RUHIGE INNENHOFLAGE / 2. ETAGE / GRÜNBLICK / ZWEI-ZIMMER / KÜCHE SEPARAT / SCHLAFZIMMER MIT SCHRANKRAUM / DIREKT BEI U1,749,65,2,1100,DECUS Immobilien GmbH
"Sonnige Neubauwohnung, Nähe Obkirchermarkt, S-Bahn-Nähe",750,50,2,1190,Inforeal Anita Letz Immobilienvermittlung
Gartenwohnung (+Terrasse) mit guter Infrastruktureller Anbindung in zentraler Lage des 21. Bezirks - als Wohnung oder als Büro nutzbar - Neu am Markt!,1199.99,68,3,1210,teamneunzehn-Gruppe
2 Zimmer DG Wohnung mit Terrasse bei Oberlaa !,665.74,42,2,1100,ARESCO living GmbH
1 MONAT MIETZINSFREI! Provisionsfreie 1 Zimmer Wohnung in top Lage - *Theo's Willkommen im Park 19*,774.99,38,1,1140,teamneunzehn-Gruppe
Großzügiges City-Apartment mit Loggia und Fernblick,820,46,2,1030,EHL Immobilien GmbH
möbliertes Apartment über den Dächern von Wien - YOUNIQ Vienna TrIIIple,899,27,1,1030,YOUNIQ Vienna TrIIIple
ERSTBEZUG: möbliertes Apartment über den Dächern von Wien - YOUNIQ Vienna TrIIIple,1449,41,2,1030,YOUNIQ Vienna TrIIIple
ruhige Dachterrassenwohnung im 3. Bezirk,880,42,2,1030,Privat
PROVISIONSFREI!!! Viele gute Geschichten beginnen mit einem Umzug...,749,45,2,1210,Hubner Immobilien
Erstbezug - Sonnige Dachgeschosswohnung mit einer großen Terrasse,794,44,2,1100,ESTINA Immobilien GmbH
"Moderne, hochwertig ausgestattete 2-Zi-Wohnung - Große Gemeinschaftsterrasse!",889,50,2,1060,Hubner Immobilien
360° TOUR // REPRÄSENTATIVE GARTEN- ALTBAUETAGE IM COTTAGE // Repesentative CLASSIC APARTMENT in COTTAGE AREA,4785,196,6,1190,KALANDRA Immobilien
orea | Nahe U3: Lichtdurchflutete 2- Zimmer-Wohnung mit Loggia | Smart besichtigen · Online anmieten,869,59,2,1160,orea GmbH
7m² Balkon - 3-Zimmer-Neubau-Wohnung Nähe HTL Spengergasse!,1195,70,3,1050,Hubner Immobilien
Perfekter Grundriss! 2-Zimmer Neubau im Herzen des 9. Bezirkes,850,48,2,1090,Immovent GmbH
Gut aufgeteilte 3-Zimmerwohnung (getrennt begehbar) mit Fernblick - Billrothstraße,1195,81,3,1190,Immobiliaris GmbH
3 Minuten zur U1 Kagranerplatz - 2 Zimmer,745,53,2,1220,EHL Immobilien GmbH
Sehr schöne 2 Zimmer Wohnung mit kleiner Terrasse.,748,53,2,1120,L&L Immobilien Service OG
"Sonnige, zwei Zimmer Wohnung - Befristet - Nähe S45 Hernals",607.22,65,2,1170,IMV Makler GmbH
Garconniere Ungargasse 22 - Top 1.03. Miete ohne Garage EUR 577 p.m. zuzüglich Energie,678.21,42,1,1030,IMMOcontract Immobilien Vermittlung GmbH
KÖNIGLICH LEBEN NEBEN DEM SCHLOSS HETZENDORF - Dachgeschoss - 2 Zimmer - perfekt durchdachter Grundriss - ab SOFORT - KEIN GAS!,799.28,54,2,1120,Schantl ITH Immobilientreuhand GmbH
Repräsentative Luxus-Altbauwohnung in toller innerstädtischer Lage! Prächtiger Altbau an einem ruhigen Platzl in 1010 Wien! Einziehen und Wohlfühlen...,4620,153,4,1010,Schantl ITH Immobilientreuhand GmbH
"++NEU++ Premium 2-Zimmer Neubauwohnung, tolle Ausstattung!",749.3,53,2,1100,Adonia Immobilien GmbH
Kleinwohnung mit Balkon Nähe Hamerlingpark,789.89,31,1,1080,Immovent GmbH
"HARDTGASSE, gepflegte 52 m2 Neubau inkl. 3 m2 Loggia, Einzelwohnraum, Kochnische, Wannenbad, Parketten, U-Bahn-Nähe",799,52,2,1190,ROS Realitäten Vermittlung OEG
ERSTER MONAT MIETZINSFREI - Idealer Pärchentraum - PROVISIONSFREI FÜR DEN MIETER,817,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - PROVISIONSFREI FÜR DEN MIETER,898,56,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,899,55,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER - Idealer Pärchentraum - AUFFLEBEN IM WOHNGARTEN,898,56,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Provisionsfrei für den Mieter - AUFFLEBEN IM WOHNGARTEN,898,55,2,1110,EHL Immobilien GmbH
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,49,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,52,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,825,49,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,51,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,849,49,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,925,52,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,925,52,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,1325,77,3,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,51,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,825,50,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,52,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,52,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,925,49,2,1200,teamneunzehn-Gruppe
Top 2 Zimmer Wohnung im 1.DG mit Balkon,760,46,2,1150,EHL Immobilien GmbH
NEUBAU mit BALKON! ERSTBEZUG in Grünruhelage,790,55,2,1230,WINEGG Makler GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER: Ideale 2 Zimmerwohnung mit Balkon - ERSTBEZUG,807,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER: Idealer Pärchentraum,822,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,797.34,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER: Idealer Pärchentraum - ERSTBEZUG,797.57,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER - EINZIEHEN UND AUFLEBEN IM WOHNGARTEN - DAS GRÜNE HERZ SIMMERINGS,797.34,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER - AUFFLEBEN IM WOHNGARTEN,796.83,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Provisionsfrei für den Mieter - AUFLEBEN IM WOHNGARTEN,798,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Provisionsfrei für den Mieter - AUFFLEBEN IM WOHNGARTEN,905,55,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER - EINZIEHEN UND AUFLEBEN IM WOHNGARTEN,904,56,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Provisionsfrei für den Mieter - AUFFLEBEN IM WOHNGARTEN,799.53,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - PROVISIONSFREI FÜR DEN MIETER - EINZIEHEN UND AUFLEBEN IM WOHNGARTEN,798.17,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,798,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,798,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,798.17,48,2,1110,EHL Immobilien GmbH
ERSTER MONAT MIETZINSFREI - EINZIEHEN UND AUFLEBEN IM WOHNGARTEN - PROVISIONSFREI FÜR DEN MIETER,845,50,2,1110,EHL Immobilien GmbH
Hofseitige 2-Zimmer-Neubauwohnung mit Balkon nahe U6 Nußdorfer Straße,869.16,46,2,1090,2M Immobilien e.U.
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,51,2,1200,teamneunzehn-Gruppe
"2,5-Zimmer-Wohnung mit Wintergarten und Grünblick in Penzing - Provisionsfrei",895,63,2,1140,GRI-Gebrüder Riha Immobilien GmbH
ERSTBEZUG!! Wunderschöne Dachgeschosswohnung im 9. Bezirk zu vermieten,998.9,58,2,1090,Kuhn Immobilien GmbH
/ BALKON / ERSTBEZUG NACH DER SANIERUNG / GUTE ANBINDUNG,889.89,67,3,1100,DECUS Immobilien GmbH
PROVISIONSFREI für den MIETER - 3 Zimmer Wohnung mit Balkon,980,90,3,1120,Lind Immobilien GmbH
Strahlend hell 1 ½ Zimmerwohnung mit Fernblick und Balkon - Nähe Döblinger Hauptstraße!,859.49,44,2,1190,TICON Immobilienservice
BARRIEREFREIE NEUBAU-ERSTBEZUGS-WOHNUNG MIT ÜBERDACHTER TERRASSE UND PERFEKTER INFRASTRUKTUR ZU MIETEN!,920,50,2,1230,IMMO-GITH GmbH
BARRIEREFREIE NEUBAU-ERSTBEZUGS-WOHNUNG MIT ÜBERDACHTER TERRASSE UND PERFEKTER INFRASTRUKTUR ZU MIETEN!,940,50,2,1230,IMMO-GITH GmbH
Tolle 2 Zimmer Wohnung im Dachgeschoß gleich bei Pilgrammbrücke,1134.16,71,2,1050,Mittelsmann Philipp Sulek GmbH
Super schöne Dachgeschoßwohnung (Nähe Pilgrammbrücke),947.26,55,2,1050,Mittelsmann Philipp Sulek GmbH
DACHTERRASSEN-MAISONETTE in schöner Sieveringer Lage,2843.37,169,4,1190,GOLDAS Immobilien KG
Dachgeschoss Erstbezug im Herzen von Ottakring,780,46,2,1160,EHL Immobilien GmbH
Schöne 2 Zimmerwohnung in guter Lage,750,45,2,1150,EHL Immobilien GmbH
Freundliche 3-Zimmer-Wohnung bei Schloß Schönbrunn. Heizkosten inklusive,1050,72,3,1120,Privat
Rarität: Townhouse zu Mieten!!!,1908.92,102,4,1120,IMMOcontract Immobilien Vermittlung GmbH
"Charmante, geräumige Stilaltbauwohnung Nähe Rathaus",2485,154,5,1080,vienna immobilien
"Großzügige, schöne 2-Zimmer Wohnung!",1090,75,2,1020,WINEGG Makler GmbH
2-Zimmer Wohnung mit Balkon zu vermieten! Trendiges Wohnen für Jedermann!,895.11,47,2,1210,RAAB & Partner Immobilien Gesellschaft m.b.H.
TOP 2: EG Wohnung - mit 2 Zimmer - und Balkon - direkt vom Bauträger,899,65,2,1220,dachraum GmbH
TOP 9: 3-Zimmer-Wohnung - inkl. Loggia - direkt vom Bauträger,1299,89,3,1220,dachraum GmbH
"Top Lage- 1120 Wien,  1 Zimmer Wohnung  mit  45,57 m² im DG-  Ohne Provision und ohne Befristung",670.04,46,1,1120,Gewerblicher Anbieter
Wohnung mit wunderschöner Terrasse und Ausblick,837.52,55,2,1110,Privat
ERSTBEZUG | BALKONWOHNUNG | 2 ZIMMER,950,46,2,1160,DECUS Immobilien GmbH
Wohnen am Park - provisionsfreie Erstbezug-Wohnungen - beziehbar ab Mai - zu mieten in 1020 Wien,1420,78,3,1020,ÖRAG Immobilien Vermittlung GmbH
PROVISIONSFREI!!! Erstbezug! Große Loggia!,749,45,2,1210,Hubner Immobilien
Moderne Neubauwohnung - Fernwärme - Nähe U1 Taubstummengasse!,999,52,2,1040,Hubner Immobilien
Gut angebundene 2-Zimmer-Wohnung in Wieden,825,53,2,1040,EHL Immobilien GmbH
KOSTEN SPAREN! Wohngemeinschaft gründen im PREISGEKRÖNTEN ALTBAU!!! 4er-WG-Hit mit 20m² Terrasse!!!,1699,82,5,1100,Hubner Immobilien
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,756.42,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,778.31,56,2,1220,EHL Immobilien GmbH
UNBEFRISTETE DG-Wohnung in U6 und S-Bahn-Nähe! Gemeinschaftsterrasse! Hohe Decken!,849,63,2,1200,Hubner Immobilien
Barrierefreie 2-Zimmerwohnung nahe Matzleinsdorfer Platz,690,52,2,1100,Rudi Dräxler Immobilientreuhand GesmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,776.41,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,776.41,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,776.41,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,766.43,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,766.42,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,766.41,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,776.42,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,766.42,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,746.41,57,2,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,746.42,57,2,1220,EHL Immobilien GmbH
"PROVISIONSFREI! WUNDERSCHÖNE AUSSICHTSWOHNUNG MIT PERMIUM-TERRASSE, 2 ZIMMER",1090.88,51,2,1150,BUWOG - Bauen und Wohnen GmbH/ Vermietung Nord
wie ERSTBEZUG - bei der PRATERWIESE / JESUITENWIESE,1194.97,85,2,1030,Dewog Immobilienmakler & Immobilienverwaltung Ges.m.b.H.
"Schöne Altbauwohnung, 2 Zimmer im 9 Bezirk",750.2,57,2,1090,Altstadtreal Hausverwaltungs- u ImmobilienvermittlungsgesmbH
/ DACHTERASSE / 2 ZIMMER / NACH INNENHOF AUSGERICHTET / BEZIEHBAR AB 1.04.2023,940,42,2,1150,DECUS Immobilien GmbH
"Entzückende, helle Altbauwohnung - Ruhelage",620,57,2,1140,Bieber Immobilien GmbH
Mitten im Grünen beim Hörndlwald - Top Terrassenwohnung,799.62,53,2,1130,Bieber Immobilien GmbH
Beim Hörndlwald - Exklusives Appartement - Grünruhelage,822.88,59,2,1130,Bieber Immobilien GmbH
WINTERAKTION: 1. MONAT MIETZINSFREI: Das Forsthaus 11 - ERSTBEZUG nahe der Donau,825.01,45,2,1200,EHL Immobilien GmbH
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN,769,39,2,1200,STADTQUARTIER Home
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN,790,40,2,1200,STADTQUARTIER Home
"Wien - 1220 - U1-Nähe Kagraner Platz - Hofseitige, ruhige Gartenwohnung",727,46,2,1220,C&P Immobilien AG
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN,770,38,2,1200,STADTQUARTIER Home
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN,790,42,2,1200,STADTQUARTIER Home
# SQ - ERSTBEZUG - HOCHWERTIGE MIETWOHNUNGEN MIT FREIFLÄCHEN IN 1200 WIEN,770,38,2,1200,STADTQUARTIER Home
ERSTER MONAT MIETZINSFREI - Top-Erstbezugswohnungen mit perfekter Anbindung in die Innenstadt - Provisionsfrei für den Mieter,1065,71,2,1110,EHL Immobilien GmbH
BARRIEREFREIE NEUBAU-ERSTBEZUGS-WOHNUNG MIT ÜBERDACHTER TERRASSE UND PERFEKTER INFRASTRUKTUR ZU MIETEN!,940,50,2,1230,IMMO-GITH GmbH
| STUDENTENZIMMER | MIETE ALL-IN | AB SOFORT | WG MIT FREUNDEN | 2. BEZIRK | TOPLAGE | 5. STOCK,430,12,1,1020,DECUS Immobilien GmbH
"Traumhafte, schön möblierte 1-Zimmer-Wohnung in Bestlage! Kurzzeitvermietung!",730,26,1,1160,Vivoreal Hausverwaltung GmbH
Ottakringer New Living City Concept,1500,67,2,1160,Wohnsalon Immobilien GmbH
2 Zimmer Wohntraum mit Loggia in Grünruhelage,860,69,2,1030,EHL Immobilien GmbH
TOLLE GARTENWOHNUNG | ERSTBEZUG | TERRASSE,1050,41,2,1160,DECUS Immobilien GmbH
Nette 2-Zimmerwohnung mit Terrasse im Herzen des 7. Bezirkes,999.99,58,2,1070,Immovent GmbH
2 Zimmer Wohntraum mit 46 m² großer Terrasse im Herzen von Penzing!,999.99,54,2,1140,EHL Immobilien GmbH
TOP 2 ZIMMER GEMEINDEWOHNUNG,420,48,2,1050,Privat
"2-Zimmer ERSTBEZUG Wohnung + Balkon, TrIIIple Living!",1200,57,2,1030,IMMO AGENCY GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,1550,101,4,1220,EHL Immobilien GmbH
DER BALLON - PROVISIONSFREI FÜR DEN MIETER - Ankommen und abheben - ERSTBEZUG - NATURNAHES WOHNEN NAHE DER SEESTADT ASPERN,776.41,57,2,1220,EHL Immobilien GmbH
